assetId,legalEntityId,ratingMethod
JP1140791H12,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
JP1023621G33,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
JP1051161DC4,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
JP1051271G37,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
JP1103121AC2,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
IT0004957574,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
IT0003644769,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
IT0004953417,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
IT0001444378,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
SG76D1000009,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
SG31A1000000,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
HK0000339298,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
HK0000304151,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
AU3TB0000143,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
GB00B39R3F84,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
SG7S29941612,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
SG7Y76964295,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
SG3260987684,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
US45905AMJ42,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
HK0000191137,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
XS0877608124,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
GB00B1VWPC84,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
FR0000570947,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
US50064FAJ30,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
XS0277265269,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
KR1017014021,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
KR103501G5C7,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
KR1035027062,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
CA13501ZEU99,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
CA13506ZCD48,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
CA13506ZCF95,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
CA13506ZCG78,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
CA13506ZCH51,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
CA13506ZES98,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
CA13506ZEU45,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
CA135087A875,"67S3W5G97PLR6CFI0C21,X16SJBPCWP68U2WPJL6N,BTP4W46BJCSBK5JHPZ9H,Y1F6SNPABNIC9HJ16RKM,E865GVYCK5DT84PUCF94,681C7POTKXR2F8G2H3E8,WBQDLCV8W1OCZO4V5Q0V,NL5DPC7A5XNNI628U6DG,1ITLJ0FMV8XALGVAVLD5,CH7JW47SD059FDCYSLW8,6FFIV0FKRMDE8R07TYOP,Z44Y5TSH72O5OUPNSDKS,R2ZJ56N6X7RSRWT6AZX2,LJ7OIIYEMFNMZ5P3PMRN",Standard
